label,x_px,y_px,area_px,color_l,color_a,color_b,circularity,eccentricity,extent,cluster_id,is_tree,lat,lon
1,236.5024561403509,362.92350877192985,1425.0,43.55107955057631,-33.964767681121,33.17182582808686,0.9013098481690855,0.11739591591256919,0.7706868577609519,-1,True,,
2,548.0420594633792,177.65337200870195,1379.0,42.1928272662301,-35.622306089447136,34.51570720845285,0.9147180762342254,0.13363315816721802,0.7821894498014748,-1,True,,
3,308.7964539007092,185.1709219858156,1410.0,44.668572998031706,-38.71400712018073,29.579316694601985,0.8992814733367455,0.24193398617678497,0.7452431289640592,-1,True,,
4,421.6032880629021,309.05360972122946,1399.0,41.650134801117396,-30.48725508291647,30.459805259855127,0.8953585780166093,0.15741581229932805,0.7394291754756871,-1,True,,
5,237.87491502379333,113.28755948334467,1471.0,40.61308776782789,-31.2204922519562,24.11823363716941,0.8768261121240689,0.4605212506457922,0.7429292929292929,-1,True,,
6,53.31160896130346,175.4643584521385,1473.0,47.32471096496809,-34.14821193659547,39.874698991876436,0.8984049610009178,0.49368840404924813,0.7785412262156448,-1,True,,
7,548.6879073135409,299.55829109341056,1381.0,43.602088036885654,-34.02226732775067,35.73385153983456,0.9173839826230247,0.08606061503372647,0.7468902109248242,-1,True,,
8,308.6592219020173,361.55403458213254,1388.0,44.58593427418867,-26.177094982974303,25.137484304018216,0.9142299176814359,0.055661896450696524,0.7685492801771872,-1,True,,
9,487.8497790868925,425.6075110456554,1358.0,41.315691061399626,-33.37662221960506,34.57507870961604,0.9356121729318888,0.12197820752645339,0.7886178861788617,-1,True,,
10,427.29635036496353,432.4109489051095,1370.0,38.42693924029114,-24.814778636330672,26.761478438320058,0.9211398185160388,0.054892300821174814,0.7766439909297053,-1,True,,
11,368.94772727272726,308.8424242424242,1320.0,39.54204538894123,-31.512393230420027,31.55043862570461,0.9029310058366642,0.09644001010196689,0.7482993197278912,-1,True,,
12,237.60714285714286,57.93887362637363,1456.0,39.88995221891677,-12.472732947372078,16.06822956885836,0.8983763271413608,0.4882766869054795,0.7695560253699789,-1,True,,
13,614.1656298600311,240.03188180404354,1286.0,41.18331634652479,-30.933947113421635,27.80600006004358,0.8950806108628199,0.13893612094782412,0.7290249433106576,-1,True,,
14,303.0180045011253,241.86571642910727,1333.0,42.931629101215115,-28.527056513902902,20.59352357908647,0.9072240363651646,0.15882770715655678,0.7556689342403629,-1,True,,
15,118.41641791044776,429.79701492537316,1340.0,39.974193425647854,-27.55942898057273,24.058583040342626,0.8977792020839492,0.18944869746512433,0.778164924506388,-1,True,,
16,114.3522491349481,119.68858131487889,1445.0,44.11174913869302,-35.82046585827368,30.57667084544582,0.9095260042965159,0.4953088867289822,0.7637420718816068,-1,True,,
17,428.36990595611286,122.17084639498432,1276.0,38.19626529857943,-26.282504060015807,26.192360501555278,0.8913366617169743,0.17478082185845722,0.7409988385598142,-1,True,,
18,56.59250936329588,298.9011235955056,1335.0,42.6809151092527,-33.0804492483061,34.16432203102887,0.905349019032829,0.2445678198970774,0.739202657807309,-1,True,,
19,492.64910921766074,361.5484120836561,1291.0,49.24210448230192,-38.31200126060767,36.407381555653224,0.9361876987687925,0.08761177661052473,0.7871951219512195,-1,True,,
20,370.0282796543598,485.64179104477614,1273.0,41.55369691574077,-31.136452980038825,28.30430692961543,0.9197410392930682,0.048140872430684385,0.7572873289708507,-1,True,,
21,615.2983555207518,112.52936570086139,1277.0,38.936208007738216,-29.570783151099075,25.55871844190965,0.9378016954731361,0.10282562578660559,0.798125,-1,True,,
22,367.6872074882995,179.59204368174727,1282.0,39.85314252213614,-23.28885972865561,27.93338416805393,0.884567035079422,0.11919593920485826,0.7626412849494348,-1,True,,
23,178.1263157894737,488.79595141700406,1235.0,42.75891425848387,-36.95657107404644,33.09978212926511,0.8890118155671143,0.1281306379891907,0.7530487804878049,-1,True,,
24,614.9247311827957,491.0752688172043,1209.0,47.87609660145041,-40.426363230209844,41.644485112878066,0.953548255701895,0.10307903052467254,0.7948717948717948,-1,True,,
25,548.7011217948718,487.44871794871796,1248.0,41.929056478494665,-34.34385780271206,29.229591118925253,0.9331447469799161,0.062282418163637034,0.78,-1,True,,
26,178.80652503793627,58.8103186646434,1318.0,44.74736405311087,-28.284384343135695,27.833423430199108,0.9273739089626668,0.4921069415325543,0.7845238095238095,-1,True,,
27,56.743920972644375,246.85258358662614,1316.0,40.48417748383162,-28.809092562095255,23.359097449432657,0.8879813845667057,0.47083181870438423,0.7642276422764228,-1,True,,
28,430.016295025729,367.0351629502573,1166.0,45.943084826555136,-43.66851752915012,42.28308451957617,0.9196338016115878,0.05854139895607232,0.7666009204470743,-1,True,,
29,175.42487479131887,369.1727879799666,1198.0,41.78421028550909,-25.453783586336336,19.68894189268971,0.9005200409470591,0.15677190226616414,0.7304878048780488,-1,True,,
30,113.77372881355932,489.1669491525424,1180.0,38.63257601573805,-20.25415365299177,20.841338210185047,0.927107966943863,0.1611169284210153,0.7758053911900066,-1,True,,
31,120.92448132780083,180.82323651452282,1205.0,38.86115442791705,-25.060418087928383,23.1247673219471,0.920977049726765,0.39634222614573267,0.7724358974358975,-1,True,,
32,426.20404721753795,487.5,1186.0,41.930950767716546,-34.456479594249124,30.80220287905769,0.9478082189654929,0.13749042902406838,0.8002699055330634,-1,True,,
33,308.0377358490566,59.14684167350287,1219.0,42.709892498738185,-31.134924880527613,33.73754609172281,0.899922915037018,0.39064573549678944,0.761875,-1,True,,
34,486.73231031543054,113.47570332480818,1173.0,41.120365803908264,-25.654733610539157,29.41307278232354,0.9216081739196197,0.1722678518944535,0.791497975708502,-1,True,,
35,364.69084628670123,119.46027633851467,1158.0,45.53644653350653,-33.45404603987675,29.11635894885574,0.9098229031533842,0.26914495620717704,0.7423076923076923,-1,True,,
36,246.2208538587849,176.10673234811165,1218.0,42.57829458919924,-29.72491024304267,38.916029955059265,0.891164253751607,0.39219110942169233,0.7426829268292683,-1,True,,
37,612.2601260126013,58.10531053105311,1111.0,38.02544373481416,-32.981631742244524,20.80815101250142,0.8844448584422818,0.22626354601827697,0.7693905817174516,-1,True,,
38,612.9237668161435,304.3156950672646,1115.0,43.994092491012275,-39.7086885717258,30.552011165880057,0.9289854253894033,0.14240496687670703,0.7930298719772404,-1,True,,
39,547.33,114.35545454545455,1100.0,39.36192677465928,-28.8908286586613,20.43259991458916,0.9128771184381166,0.1589592980677246,0.7617728531855956,-1,True,,
40,551.0046125461255,246.66974169741698,1084.0,46.115002457378004,-35.30754005876977,32.72455463696917,0.9295700466705069,0.11384802759329196,0.7709815078236131,-1,True,,
41,301.07844990548205,494.75897920604916,1058.0,40.34167649922473,-28.44627778106569,29.028370700013113,0.9326290163066182,0.0830488912630903,0.7728268809349891,-1,True,,
42,181.86564472497744,246.05500450856627,1109.0,46.10864886818407,-36.95130340232515,32.54413858127557,0.8713243519836813,0.3553065300422062,0.7483130904183536,-1,True,,
43,486.6463985032741,235.49298409728718,1069.0,42.22118427421076,-29.55180795023541,33.79280505939365,0.9078989816189773,0.09759484172373291,0.7603129445234709,-1,True,,
44,49.59035004730369,421.25070955534534,1057.0,40.32123329801821,-30.655844448398433,27.559988875635526,0.9152530417389511,0.21874340608389872,0.731994459833795,-1,True,,
45,178.43530499075786,120.94362292051756,1082.0,39.28677500446345,-33.361142575866175,30.26933032860409,0.8694471189725949,0.4816091088684003,0.7909356725146199,-1,True,,
46,369.0970072239422,430.8689370485036,969.0,39.15851425087754,-28.59815765701656,32.75519904359704,0.9510236002108646,0.06885298686440108,0.7910204081632654,-1,True,,
