x,y
57.28435283204497,52.11654088815915
119.53843403928231,51.59034191722229
177.35168110085127,57.55261832316364
236.1705478463181,56.69716976931592
307.22092428427595,58.314708960442395
362.3762918071097,54.42314639580944
424.96251882406017,51.597206902127795
485.9628063778088,57.46855366383152
551.5023179247444,56.727181551898816
612.0921146113216,57.93207379977783
56.89257988122922,122.65434052974311
112.80207133105662,118.34305913432803
177.23394516371005,120.1557147302434
236.7097968812987,112.17895593413884
303.94629137761007,116.06655616580717
364.22342419731547,119.07043486865587
428.1998507342802,121.99994157816674
486.6067094853274,113.39289093802317
547.325868570473,114.28364145079176
615.1519270789712,112.49495596146554
51.893730029546354,174.2020469567987
119.97893596580923,179.96076197494534
179.68092977117138,173.1684118123127
245.296173986847,175.40737976687973
308.5242602510388,184.8753371953342
367.5995735617386,179.5383644548225
428.61236355259126,180.87353022335685
487.4563313206029,175.75000101957943
547.9953677504961,177.60940545873507
615.9500743104397,178.68679816549783
55.4272113997418,245.76070012959673
121.32503536867121,239.19027698804575
181.2529103797872,245.36618894184883
238.1353034555073,235.28073391689117
302.82478627206035,241.757988371872
359.654389805868,235.89357276573278
426.1943686666079,238.20359871269224
486.6220065311936,235.4716769206503
550.9741993042654,246.60107175343282
614.0468027319093,240.00413178504223
56.160632993884356,298.56443459289875
118.12861354098139,298.7182394892513
173.04581355460752,307.39095400515856
236.03025798394816,307.7291044528351
297.07745871462174,303.3551408881243
368.9164188032543,308.77440207322115
421.5231473855168,308.98882791147713
484.1427056284367,308.16206341851006
548.7233412253951,299.5408261632563
612.8770752696042,304.31968344243217
52.919935039878375,365.52500255564075
118.23553316258912,370.87828983184795
175.18365000725802,369.05108035175107
236.35843701292404,362.87662790735556
308.6363990914277,361.55398890734
361.49250619820907,367.3978742222954
430.0169995291803,367.0299924120897
492.71892193957683,361.5296560003338
546.5085014325813,367.9514775809965
615.0996720266804,370.5518464203651
49.233622734509524,421.04443198220497
118.30623435980341,429.58250888878655
183.20082353804136,422.7442835219993
245.6960982190812,425.9430478701854
306.64470766579444,423.1102949425123
369.0906005067,430.8635408809318
427.23421271142735,432.3887081200834
487.8080859617245,425.5816991682331
546.7343664045125,426.79569467985664
611.8907113393532,423.95109434125993
55.30938791127632,489.6560077396628
113.70435682429829,489.08948084190786
178.06930144971034,488.69027619313295
241.11780395250727,487.01875993139475
301.06234683860987,494.7567496875872
370.0174049512534,485.61290271609823
426.17430745117434,487.46562805056385
486.6747406341026,492.98656688360165
548.6630913153797,487.4669246350269
614.9233962035445,491.10334490636143
