x,y
59.48531134673601,61.19727676655815
142.9464868270991,59.56385126956306
214.89431816861534,60.95000110264079
303.5066183692137,57.28882382891425
385.00709829898,61.12306035045213
456.14973269463115,62.60663782983838
539.5447568800676,63.318436946455876
613.4690622702421,64.71471317366249
705.8370140650148,55.446486332793405
59.13140407794661,136.21751906901127
146.4051958459868,136.14464225525487
220.080955112599,146.94605665776015
301.08434430739857,134.6921412312967
382.3049524703167,139.335775055206
465.37461053810665,140.42064582774975
538.0175101406487,142.6505535222876
622.0352127056937,139.37793676386164
697.4392132992681,141.03971942906261
63.2776260004058,223.7571442350868
136.10067776637,217.63377982913715
218.00565564971092,225.85861281484125
301.68766191032,218.030801104906
383.5989197890595,217.58206576319802
459.28545294851654,213.95364890940564
544.5280268434275,225.41404314324578
614.268270795165,222.9047512982778
698.5980203611349,216.56903256087432
55.7935320845666,293.04445982278617
133.06763136171614,303.0773031519292
224.6674238180075,300.63276119533054
300.87130403864404,305.87948798910844
380.9030940571301,298.71208396945104
459.4343130510114,293.5345011691938
537.9251036458393,299.74172561974336
619.662069807886,294.0781176946408
693.7434653055913,301.0714182561401
54.98629135367573,385.2194751634466
139.58860996835173,378.3434312110358
218.19227463204,375.19528870101044
306.03912372652843,384.59760526384787
380.9184046407016,377.9292791840439
463.748136664766,384.6480433634843
545.5970588534113,385.74286658168535
623.1319411406636,383.35355719746354
698.8259520590937,374.00530296852907
59.82702106602612,459.5262098150354
135.8729347104894,466.26717683673184
213.99982074562993,466.64994457137084
304.1998815156284,462.37064272349414
374.0672172122162,458.7389106760614
458.08815314255503,463.57499327879106
544.4639349036186,456.05467919918834
620.1471440173993,466.00493373929964
693.8604699289865,460.74868156996087
63.423126988370804,533.9750557795998
140.03633722819552,535.9556949427249
213.1503297801178,534.7954187160076
298.3059872118679,535.4365045936396
386.90224685333925,535.8373702407682
465.24617238389857,536.3424842821826
545.4709875321961,546.0148995380973
619.1702878587089,534.9715941622147
701.8622053422013,541.0529041104
